,epoch,G_loss,D_loss,F1_score,Precision,Recall
0,0,0.7941615581512451,-0.22501873970031738,0.19840642781411014,0.3241723497651192,0.18270900105410195
1,1,-1.9785740375518799,-0.33615589141845703,0.6127455589454653,0.5718650538550334,0.6820078792202221
2,2,-5.675866603851318,-0.030922412872314453,0.6583142374752355,0.5285326482740783,0.8795906783500862
3,3,-6.368012428283691,0.11312294006347656,0.6618869405703629,0.5212097438090094,0.9100727830485588
4,4,-7.680416584014893,-0.022106170654296875,0.6610763851529728,0.513204865214349,0.9310062766366672
5,5,-8.390336990356445,0.06577110290527344,0.6669521807813635,0.5099166739049953,0.9646100426596836
6,6,-7.579057693481445,-0.025990009307861328,0.6633799144028637,0.5078836810032145,0.9567474625320931
7,7,-6.637922286987305,-0.07129573822021484,0.6579743832942077,0.5069313386982183,0.9381343482173075
8,8,-6.075606346130371,0.017332077026367188,0.6601631865050112,0.5054114829725518,0.9526909721477949
9,9,-5.309872627258301,-0.04271507263183594,0.6589129192284512,0.5044832986188,0.950954861036819
10,10,-4.488002777099609,0.05094146728515625,0.6649866713005932,0.5009965396536403,0.9887319710766057
11,11,-3.3326151371002197,-0.007637739181518555,0.6666034534434677,0.5000463517531539,0.9995325853920048
12,12,-2.2725799083709717,0.012876510620117188,0.6667843527921187,0.5002517948690577,0.9995659721441379
13,13,-1.6265190839767456,0.00785839557647705,0.6667003130595422,0.5001389924857252,0.9995993588962715
14,14,-1.1877431869506836,0.00042724609375,0.6667060662820313,0.5002193155461517,0.9993322648791995
15,15,-0.3861331641674042,0.002667367458343506,0.6209867308456533,0.4952206823859185,0.9099058492878911
16,16,-0.38091719150543213,-0.001918196678161621,0.2900544337573941,0.30887039419720397,0.37561765488518467
17,17,-0.4455750584602356,0.0014913082122802734,0.373203993958528,0.40130316605639227,0.4865952189790781
18,18,-0.09101366996765137,0.0011276006698608398,0.4332576785441484,0.3864736161374388,0.5927317040135209
19,19,0.26641446352005005,0.0010486841201782227,0.09078538266539841,0.12463655315159208,0.1038494925132543
20,20,-0.1840561032295227,-0.001459568738937378,0.055870986958154914,0.05758723745575956,0.07124732905426288
21,21,0.48976996541023254,0.0010908842086791992,0.0002997161819016926,0.0019141737860484181,0.000166933760670719
22,22,0.33361753821372986,0.0014365911483764648,0.0013898289289104066,0.003333086664808967,0.0009515224358230982
23,23,0.7943601608276367,0.0003839731216430664,0.0,0.0,0.0
24,24,0.8223243951797485,0.0001696944236755371,0.0,0.0,0.0
25,25,0.31598320603370667,-0.001464158296585083,0.0,0.0,0.0
26,26,0.7914842367172241,0.0005412697792053223,0.0,0.0,0.0
27,27,1.3929111957550049,-0.0006008148193359375,0.0,0.0,0.0
28,28,1.6769673824310303,0.0003985166549682617,0.0,0.0,0.0
29,29,1.9801273345947266,-0.00014448165893554688,0.0,0.0,0.0
30,30,2.4634222984313965,-4.076957702636719e-05,0.0,0.0,0.0
31,31,2.8532228469848633,0.00014972686767578125,0.0,0.0,0.0
32,32,2.7398343086242676,0.000148773193359375,0.0,0.0,0.0
33,33,2.8305280208587646,-2.1219253540039062e-05,0.0,0.0,0.0
34,34,2.516084671020508,0.0001742839813232422,0.0,0.0,0.0
