,step,G_loss_step,D_loss_step
0,50,1.4129924774169922,-2.3092236518859863
1,100,2.5488905906677246,-4.146595001220703
2,150,3.9263458251953125,-6.402984142303467
3,200,1.7747244834899902,-1.39518404006958
4,250,2.4743800163269043,-0.6299563646316528
5,300,2.8022918701171875,-0.712149977684021
6,350,2.8030223846435547,-0.12188434600830078
7,400,1.3306870460510254,0.7371741533279419
8,450,1.5076377391815186,0.0301438570022583
9,500,0.6767122745513916,-0.0732269287109375
10,550,0.41984912753105164,-0.6209129691123962
11,600,0.579339861869812,-0.20511962473392487
12,650,0.020278960466384888,-0.4485536515712738
13,700,0.8394674062728882,-0.5777359008789062
14,750,0.020206719636917114,-0.3047351837158203
15,800,-0.9093102216720581,-0.4401986598968506
16,850,-1.446280598640442,-0.6674371957778931
17,900,-1.1513216495513916,-0.2863171100616455
18,950,-1.2463122606277466,-0.9166784286499023
19,1000,-2.8177452087402344,-0.7880978584289551
20,1050,-3.146725654602051,-0.6932945251464844
21,1100,-3.347489356994629,-0.19687747955322266
22,1150,-4.858004570007324,-0.28420352935791016
23,1200,-4.8365983963012695,-0.05913591384887695
24,1250,-5.250933647155762,0.06333446502685547
25,1300,-5.057525634765625,-0.2724647521972656
26,1350,-5.032818794250488,0.5898141860961914
27,1400,-5.559680938720703,0.15465736389160156
28,1450,-6.282957553863525,-0.09266042709350586
29,1500,-6.366497993469238,0.06717348098754883
30,1550,-6.426641464233398,-0.4097766876220703
31,1600,-6.4173197746276855,-0.3206148147583008
32,1650,-6.1311421394348145,-0.2559547424316406
33,1700,-6.064206123352051,-0.2245635986328125
34,1750,-6.367806434631348,0.06893444061279297
35,1800,-5.882583141326904,-0.11144399642944336
36,1850,-6.960371971130371,-0.3656582832336426
37,1900,-6.597063064575195,0.1555495262145996
38,1950,-6.622942924499512,0.08320093154907227
39,2000,-7.083307266235352,-0.08757495880126953
40,2050,-6.947707653045654,-0.14768457412719727
41,2100,-7.552134037017822,-0.2145695686340332
42,2150,-7.156463146209717,-0.2679414749145508
43,2200,-7.692326068878174,0.05742835998535156
44,2250,-7.711399078369141,-0.032568931579589844
45,2300,-7.996963024139404,-0.0031456947326660156
46,2350,-7.841763496398926,0.021114349365234375
47,2400,-8.356243133544922,-0.09808635711669922
48,2450,-7.976822853088379,-0.1675243377685547
49,2500,-8.05135726928711,-0.022945404052734375
50,2550,-7.383864879608154,0.09975433349609375
51,2600,-7.761434555053711,-0.009720802307128906
52,2650,-8.309060096740723,-0.08130073547363281
53,2700,-7.5561676025390625,-0.10131549835205078
54,2750,-8.311674118041992,-0.06927490234375
55,2800,-8.31823444366455,-0.09670829772949219
56,2850,-8.048080444335938,0.019666671752929688
57,2900,-8.38479232788086,-0.05967903137207031
58,2950,-8.536795616149902,-0.09792327880859375
59,3000,-7.594326972961426,-0.03277873992919922
60,3050,-7.422128200531006,0.1041412353515625
61,3100,-7.574265956878662,0.12357759475708008
62,3150,-7.298243522644043,-0.007808685302734375
63,3200,-7.249035835266113,-0.1039581298828125
64,3250,-7.1517744064331055,-0.13097476959228516
65,3300,-6.771852493286133,-0.07944488525390625
66,3350,-6.870994567871094,-0.08372306823730469
67,3400,-7.166510581970215,-0.06669044494628906
68,3450,-6.838592052459717,0.07765436172485352
69,3500,-7.02051305770874,-0.0633249282836914
70,3550,-6.672293186187744,0.030440330505371094
71,3600,-6.851529121398926,0.0679168701171875
72,3650,-6.38490104675293,0.019121170043945312
73,3700,-6.902604103088379,0.012343406677246094
74,3750,-6.772882461547852,-0.027136802673339844
75,3800,-6.61557674407959,0.011848926544189453
76,3850,-6.251958847045898,0.0016684532165527344
77,3900,-6.444975852966309,-0.03303050994873047
78,3950,-6.7673187255859375,-0.014170169830322266
79,4000,-6.506594657897949,0.018373966217041016
80,4050,-6.2129058837890625,0.05072832107543945
81,4100,-6.553772926330566,0.0372462272644043
82,4150,-6.483770370483398,-0.10246610641479492
83,4200,-6.121224403381348,0.0012459754943847656
84,4250,-5.9595537185668945,-0.08727693557739258
85,4300,-6.013318061828613,0.005535125732421875
86,4350,-5.920616149902344,0.03412055969238281
87,4400,-5.520370960235596,-0.04240131378173828
88,4450,-5.436944007873535,0.0020918846130371094
89,4500,-5.524779319763184,-0.10948896408081055
90,4550,-5.77292537689209,0.11165285110473633
91,4600,-5.401288032531738,-0.0002155303955078125
92,4650,-5.313656806945801,-0.0033159255981445312
93,4700,-5.41279411315918,0.007349967956542969
94,4750,-5.331369400024414,-0.06464910507202148
95,4800,-5.537851333618164,0.008709907531738281
96,4850,-5.393909454345703,0.03900718688964844
97,4900,-4.93654203414917,0.01734447479248047
98,4950,-4.590686321258545,0.011590957641601562
99,5000,-4.363685607910156,-0.01968526840209961
100,5050,-4.727235794067383,0.04778575897216797
101,5100,-4.822300910949707,0.06669473648071289
102,5150,-4.702579498291016,0.007011890411376953
103,5200,-4.773608207702637,0.007162570953369141
104,5250,-4.290158271789551,-0.02289724349975586
105,5300,-3.9894180297851562,0.07198810577392578
106,5350,-3.6270389556884766,-0.02610492706298828
107,5400,-3.6190481185913086,-0.005644083023071289
108,5450,-3.9750101566314697,-0.0039806365966796875
109,5500,-3.9406025409698486,0.044780731201171875
110,5550,-3.695493459701538,0.02991199493408203
111,5600,-3.5013649463653564,0.015214681625366211
112,5650,-3.222259521484375,0.034220218658447266
113,5700,-3.2633395195007324,0.0027360916137695312
114,5750,-2.988323211669922,0.007315635681152344
115,5800,-2.7069973945617676,0.021882295608520508
116,5850,-2.6474623680114746,0.0056667327880859375
117,5900,-2.4522743225097656,0.0161285400390625
118,5950,-2.73455810546875,0.020986318588256836
119,6000,-2.1582298278808594,0.006982564926147461
120,6050,-2.1477577686309814,0.002507925033569336
121,6100,-2.77255916595459,-0.002719879150390625
122,6150,-2.283226251602173,0.013809919357299805
123,6200,-2.4014992713928223,0.010703325271606445
124,6250,-2.23445725440979,0.0035867691040039062
125,6300,-1.6235836744308472,0.012124776840209961
126,6350,-1.8490177392959595,-0.002829909324645996
127,6400,-1.5776453018188477,0.015449166297912598
128,6450,-1.8043898344039917,0.007440686225891113
129,6500,-1.3763840198516846,0.00223386287689209
130,6550,-1.4532485008239746,9.918212890625e-05
131,6600,-1.967714548110962,0.004010438919067383
132,6650,-1.5405964851379395,0.011633157730102539
133,6700,-0.9976357817649841,0.0028874874114990234
134,6750,-1.8068774938583374,0.0025871992111206055
135,6800,-1.6667180061340332,-0.0010416507720947266
136,6850,-1.669165849685669,-0.0006021261215209961
137,6900,-1.4796476364135742,0.004762053489685059
138,6950,-1.2084860801696777,0.0019310712814331055
139,7000,-1.3670607805252075,0.0037213563919067383
140,7050,-1.6531801223754883,0.005076885223388672
141,7100,-1.2931849956512451,-0.0029991865158081055
142,7150,-1.3437162637710571,0.003015279769897461
143,7200,-1.0806012153625488,0.0014636516571044922
144,7250,-0.6542372107505798,0.002171456813812256
145,7300,-1.0749090909957886,0.0002275705337524414
146,7350,-1.0786423683166504,-0.0007718801498413086
147,7400,-0.9881947040557861,0.0021295547485351562
148,7450,-0.45120978355407715,0.0018942058086395264
149,7500,-0.48681819438934326,0.004549562931060791
150,7550,-0.27619457244873047,-0.0009492337703704834
151,7600,-0.40820401906967163,0.005413740873336792
152,7650,-0.9170728325843811,0.00016379356384277344
153,7700,-0.5239386558532715,0.0020467042922973633
154,7750,-0.08028670400381088,0.005827382206916809
155,7800,-0.2952784299850464,0.0010157525539398193
156,7850,-0.675507664680481,-0.0028030872344970703
157,7900,0.045732516795396805,-0.001980748027563095
158,7950,-0.4311048686504364,-5.066394805908203e-06
159,8000,-0.2072170525789261,-0.00011628866195678711
160,8050,-0.4810406565666199,0.003681004047393799
161,8100,-0.5999736785888672,0.0061258673667907715
162,8150,-0.4344368875026703,-0.0014380216598510742
163,8200,-0.3420940935611725,0.0016147792339324951
164,8250,-0.5188837051391602,5.143880844116211e-05
165,8300,-0.8100787997245789,-0.002396106719970703
166,8350,-1.0396621227264404,-0.0007493495941162109
167,8400,-0.5946385860443115,0.0015773177146911621
168,8450,-0.8784236907958984,0.0008632540702819824
