,time,beta
0,1401.843449831009,0.6394267984578837
1,1401.1515808105469,0.025010755222666936
2,1399.5355689525604,0.27502931836911926
3,1398.2801568508148,0.22321073814882275
4,1390.2972037792206,0.7364712141640124
