,time,beta
0,3220.3615806102753,0.6394267984578837
1,3203.778056383133,0.025010755222666936
2,3207.498967409134,0.27502931836911926
3,3195.3228845596313,0.22321073814882275
4,3188.6302647590637,0.7364712141640124
