,step,G_loss_step,D_loss_step
0,50,0.8943133354187012,-2.3502492904663086
1,100,1.8028093576431274,-4.067707061767578
2,150,0.08597137778997421,0.24982285499572754
3,200,-0.33222442865371704,-0.722728431224823
4,250,-0.7582255601882935,-0.2501179575920105
5,300,-0.2301415205001831,-0.019912242889404297
6,350,-0.10554297268390656,-0.46490025520324707
7,400,-0.2844568192958832,-0.2853637933731079
8,450,-1.1272404193878174,0.1429743766784668
9,500,-2.0001425743103027,-0.4536229372024536
10,550,-0.7261965870857239,-0.6995351314544678
11,600,-2.7397913932800293,-0.022636890411376953
12,650,-2.6952147483825684,-0.2045440673828125
13,700,-3.457584857940674,-0.7189512252807617
14,750,-4.43715763092041,-0.763941764831543
15,800,-5.829397201538086,-0.7591452598571777
16,850,-5.3376688957214355,-0.932802677154541
17,900,-7.409914493560791,-1.877336025238037
18,950,-8.620866775512695,-0.5081911087036133
19,1000,-10.478107452392578,-0.7518844604492188
20,1050,-12.082242965698242,-1.3763866424560547
21,1100,-12.385335922241211,-0.7095632553100586
22,1150,-14.495904922485352,0.18118762969970703
23,1200,-15.15023422241211,0.27466869354248047
24,1250,-14.644920349121094,-0.009649276733398438
25,1300,-15.219592094421387,0.09978485107421875
26,1350,-16.717445373535156,-0.3700122833251953
27,1400,-15.633960723876953,0.061473846435546875
28,1450,-15.852164268493652,-0.18068504333496094
29,1500,-17.302040100097656,-0.054950714111328125
30,1550,-17.39581298828125,0.02142333984375
31,1600,-18.1509952545166,-0.1409912109375
32,1650,-18.451927185058594,-0.03612518310546875
33,1700,-20.139719009399414,0.15207672119140625
34,1750,-20.578052520751953,-0.21871566772460938
35,1800,-19.9365291595459,-0.001178741455078125
36,1850,-19.462175369262695,0.17345809936523438
37,1900,-20.76049041748047,-0.10610580444335938
38,1950,-20.546276092529297,0.09678459167480469
39,2000,-20.278583526611328,-0.07806587219238281
40,2050,-19.819561004638672,0.12322044372558594
41,2100,-20.979829788208008,-0.05043220520019531
42,2150,-21.293195724487305,0.3458251953125
43,2200,-21.031518936157227,0.08240890502929688
44,2250,-21.39544105529785,-0.062404632568359375
45,2300,-21.633956909179688,-0.0561065673828125
46,2350,-21.63819122314453,-0.06191062927246094
47,2400,-21.74142837524414,0.022558212280273438
48,2450,-22.148818969726562,0.056232452392578125
49,2500,-21.9063720703125,-0.11796188354492188
50,2550,-21.946088790893555,-0.20533180236816406
51,2600,-21.902313232421875,-0.03680610656738281
52,2650,-21.95406723022461,-0.03216552734375
53,2700,-21.39773178100586,0.12146568298339844
54,2750,-22.19769287109375,0.10046577453613281
55,2800,-21.737850189208984,-0.06134986877441406
56,2850,-21.652162551879883,-0.00356292724609375
57,2900,-21.720983505249023,-0.08061599731445312
58,2950,-21.557811737060547,0.030420303344726562
59,3000,-21.827865600585938,-0.03636741638183594
60,3050,-21.70509147644043,-0.0072116851806640625
61,3100,-21.394067764282227,0.03682899475097656
62,3150,-21.527984619140625,0.02054595947265625
63,3200,-21.51154136657715,0.10108375549316406
64,3250,-21.32931137084961,-0.00225067138671875
65,3300,-21.15108871459961,0.010555267333984375
66,3350,-21.17868423461914,-0.03540802001953125
67,3400,-21.123077392578125,0.030004501342773438
68,3450,-21.19118881225586,0.08344268798828125
69,3500,-20.963512420654297,-0.07323074340820312
70,3550,-20.562931060791016,-0.012010574340820312
71,3600,-20.848819732666016,0.000476837158203125
72,3650,-20.444717407226562,0.0024852752685546875
73,3700,-19.97321128845215,0.03774070739746094
74,3750,-20.648948669433594,0.04495048522949219
75,3800,-20.204248428344727,-0.01866912841796875
76,3850,-20.06521987915039,0.0026378631591796875
77,3900,-20.137121200561523,0.05747795104980469
78,3950,-19.817214965820312,-0.023923873901367188
79,4000,-19.110502243041992,0.0499725341796875
80,4050,-19.401039123535156,0.000614166259765625
81,4100,-19.700023651123047,0.058197021484375
82,4150,-18.78743553161621,0.05206871032714844
83,4200,-18.827104568481445,0.017932891845703125
84,4250,-18.397632598876953,0.021785736083984375
85,4300,-18.399242401123047,-0.0004425048828125
86,4350,-18.00831413269043,0.024913787841796875
87,4400,-17.852733612060547,0.009023666381835938
88,4450,-17.833271026611328,0.0120086669921875
89,4500,-17.335128784179688,0.036163330078125
90,4550,-17.325891494750977,0.01081085205078125
91,4600,-17.30026626586914,-0.0004596710205078125
92,4650,-16.98770523071289,-0.021602630615234375
93,4700,-17.057722091674805,0.01279449462890625
94,4750,-16.730342864990234,0.006267547607421875
95,4800,-16.38587760925293,0.009832382202148438
96,4850,-15.826486587524414,0.0078067779541015625
97,4900,-15.920083045959473,0.004212379455566406
98,4950,-15.727544784545898,0.012864112854003906
99,5000,-15.157936096191406,0.022101402282714844
100,5050,-14.915201187133789,-0.010723114013671875
101,5100,-14.537888526916504,-0.0008449554443359375
102,5150,-14.442431449890137,-0.00286102294921875
103,5200,-14.267801284790039,0.0021228790283203125
104,5250,-13.988484382629395,4.1961669921875e-05
105,5300,-14.012504577636719,-0.0001277923583984375
106,5350,-13.630273818969727,0.008426666259765625
107,5400,-13.404681205749512,0.0041370391845703125
108,5450,-13.370186805725098,-0.0030975341796875
109,5500,-13.377893447875977,0.0026340484619140625
110,5550,-13.279007911682129,3.4332275390625e-05
111,5600,-13.483871459960938,0.003818511962890625
112,5650,-13.149565696716309,0.005466461181640625
113,5700,-13.031224250793457,-0.00029850006103515625
114,5750,-12.770374298095703,0.0022001266479492188
115,5800,-12.860589981079102,-0.0018253326416015625
116,5850,-12.814790725708008,0.004305839538574219
117,5900,-12.585073471069336,-0.00022029876708984375
118,5950,-12.324230194091797,-0.0022335052490234375
119,6000,-12.154505729675293,0.00182342529296875
120,6050,-11.795221328735352,-0.001041412353515625
121,6100,-11.650789260864258,0.0009508132934570312
122,6150,-11.240148544311523,0.0054531097412109375
123,6200,-11.12563419342041,0.00029850006103515625
124,6250,-11.268904685974121,0.0026912689208984375
125,6300,-11.195138931274414,0.0034122467041015625
126,6350,-10.956497192382812,0.00040912628173828125
127,6400,-10.480035781860352,0.0012845993041992188
128,6450,-10.887043952941895,0.0015926361083984375
129,6500,-10.608192443847656,0.0013151168823242188
130,6550,-10.257455825805664,0.0033178329467773438
131,6600,-10.590958595275879,0.0009832382202148438
132,6650,-10.29684066772461,0.0035400390625
133,6700,-9.91712474822998,0.0075626373291015625
134,6750,-9.8454008102417,0.0027437210083007812
135,6800,-9.805010795593262,0.0023651123046875
136,6850,-9.949256896972656,0.0008983612060546875
137,6900,-9.911611557006836,0.0006837844848632812
138,6950,-9.58106803894043,0.0018777847290039062
139,7000,-9.336796760559082,-0.00044536590576171875
140,7050,-9.64531135559082,0.00079345703125
141,7100,-9.494611740112305,0.00057220458984375
142,7150,-9.424386978149414,0.00048065185546875
143,7200,-9.105484962463379,-0.0003223419189453125
144,7250,-8.888433456420898,-0.001369476318359375
145,7300,-8.965505599975586,0.0019254684448242188
146,7350,-8.613290786743164,-0.0005617141723632812
147,7400,-8.614002227783203,-0.0013513565063476562
148,7450,-8.747991561889648,0.001827239990234375
149,7500,-8.816551208496094,0.0026111602783203125
150,7550,-8.578306198120117,-0.0007228851318359375
151,7600,-8.44831657409668,0.0005617141723632812
152,7650,-8.524332046508789,0.0015621185302734375
