,epoch,G_loss,D_loss,F1_score,Precision,Recall
0,0,0.3515590727329254,2.1938822269439697,0.2409845485376479,0.41350739632758293,0.21950120190592814
1,1,0.5864976048469543,1.3366605043411255,0.26324078132419626,0.5361513614840275,0.22657919335836676
2,2,0.9192789793014526,1.2631995677947998,0.2872354335549651,0.6365139127255157,0.23035189634952508
3,3,0.5553421974182129,1.4538322687149048,0.26130284993967895,0.609943158374322,0.2267461271190375
4,4,1.4085919857025146,1.0727344751358032,0.23173926226712765,0.5021029381610058,0.22697983438397637
5,5,0.8343008756637573,1.2127020359039307,0.23427306246941304,0.48129165542603314,0.24163661857086546
6,6,0.5720006227493286,1.2286436557769775,0.2137903526028973,0.4645691473651106,0.21693042199159895
7,7,0.374775230884552,1.6415945291519165,0.23356202162217082,0.43308917968178023,0.2664930555347355
8,8,0.9984793663024902,1.201939582824707,0.25546768460823116,0.43605323326319206,0.3017661591644587
9,9,0.4958276152610779,1.028876781463623,0.23393139910758445,0.40675790174163035,0.2779614048928138
10,10,2.182065486907959,1.3390014171600342,0.2664457946276309,0.4180283699404036,0.32421874997467
11,11,2.5040483474731445,1.462951421737671,0.28793799154000355,0.39530255872687964,0.364616720056984
12,12,0.622576117515564,1.2635163068771362,0.2766840099415445,0.3975821618284703,0.3576388888609481
13,13,1.9585384130477905,1.2329096794128418,0.2849711781472478,0.36546678933431864,0.36832264954387406
14,14,1.1034777164459229,0.5860642194747925,0.2681815504477611,0.3419847309500304,0.34778979698137535
15,15,1.4148924350738525,1.0501110553741455,0.27823971396324293,0.34744804326755224,0.35618656514311253
16,16,0.6960107088088989,0.8069006204605103,0.30297952498996156,0.3698136030073974,0.39875467411414606
17,17,2.6601247787475586,1.2816702127456665,0.2816208527284509,0.3838668838049844,0.35855702454463706
18,18,1.1809453964233398,0.7618134617805481,0.29998294445394946,0.3983101221098939,0.38339676813244017
19,19,3.0275020599365234,0.5551990270614624,0.2872804397213967,0.34099329305097115,0.38381410253411624
