,step,G_loss_step,D_loss_step
0,50,1.0264604091644287,3.335003137588501
1,100,2.5288429260253906,-0.5256617069244385
2,150,5.296412467956543,-4.724525451660156
3,200,2.574761152267456,0.19641649723052979
4,250,5.000448226928711,-2.1587226390838623
5,300,3.9212570190429688,-0.619383692741394
6,350,4.499520301818848,0.4277978837490082
7,400,5.635768890380859,-0.6067571043968201
8,450,3.8536126613616943,-1.444576382637024
9,500,3.922636032104492,-1.7139503955841064
10,550,5.252582550048828,-1.2060279846191406
11,600,5.105592250823975,-0.7665783166885376
12,650,3.5029892921447754,-1.4992520809173584
13,700,3.3016464710235596,-1.1389456987380981
14,750,3.826188087463379,-1.305007815361023
15,800,4.332671642303467,-1.1110883951187134
16,850,4.419099807739258,-1.0232702493667603
17,900,3.6928763389587402,-1.202366828918457
18,950,3.346620798110962,-0.8311038017272949
19,1000,3.6493937969207764,-0.19177523255348206
20,1050,3.7790615558624268,-0.6409133672714233
21,1100,4.096368789672852,0.1379706859588623
22,1150,2.1021053791046143,-0.04906642436981201
23,1200,2.564213752746582,-0.6612392067909241
24,1250,1.9930706024169922,-0.6233044862747192
25,1300,2.436906576156616,-0.368011474609375
26,1350,1.4224419593811035,-0.4631546437740326
27,1400,2.363150119781494,-0.4005800187587738
28,1450,1.1120080947875977,-0.8675216436386108
29,1500,1.7908191680908203,-0.31068098545074463
30,1550,2.4385969638824463,-0.22792115807533264
31,1600,1.1749541759490967,-0.08242824673652649
32,1650,1.8544718027114868,0.15902769565582275
33,1700,1.2812001705169678,-0.5984458923339844
34,1750,1.4793052673339844,-0.3839278817176819
35,1800,0.5889076590538025,-0.43722689151763916
36,1850,0.612602949142456,-0.45999419689178467
37,1900,0.8374767303466797,-0.4456981420516968
38,1950,0.8283494710922241,0.31178271770477295
39,2000,-0.023240506649017334,-0.3541877269744873
40,2050,0.37243568897247314,-0.3401694893836975
41,2100,0.9881060123443604,-0.40887659788131714
42,2150,0.6635099053382874,-0.15081411600112915
43,2200,0.23219794034957886,-0.08773951232433319
44,2250,0.7677022218704224,-0.1375327706336975
45,2300,0.3923419713973999,-0.2837088108062744
46,2350,0.7954723238945007,-0.437125563621521
47,2400,0.4138435125350952,-0.3157920837402344
48,2450,0.6603236198425293,0.05141991376876831
49,2500,0.1613696813583374,-0.23607748746871948
50,2550,-0.34721991419792175,-0.1053619384765625
51,2600,0.16908833384513855,0.330883264541626
52,2650,0.3109802305698395,-0.08725601434707642
53,2700,0.21579650044441223,0.12673941254615784
54,2750,0.42383667826652527,0.0007133558392524719
55,2800,0.3454388678073883,-0.1839824765920639
56,2850,0.1290874183177948,0.13374516367912292
57,2900,-0.13803724944591522,-0.08090060949325562
58,2950,0.10269240289926529,-0.07186304032802582
59,3000,-0.3699168562889099,0.012407466769218445
60,3050,-0.40321874618530273,-0.2001630663871765
61,3100,-0.7213925123214722,-0.16066603362560272
62,3150,-0.2933897376060486,0.240533247590065
63,3200,-0.10994049906730652,-0.22680768370628357
64,3250,0.32966867089271545,0.010543778538703918
65,3300,-0.5305044054985046,0.36953938007354736
66,3350,0.7535736560821533,0.02758944034576416
67,3400,-0.16278499364852905,0.013145029544830322
68,3450,0.3995209038257599,0.25342056155204773
69,3500,1.3524599075317383,-0.005141749978065491
70,3550,-0.41418054699897766,0.14918319880962372
71,3600,0.22350135445594788,0.18522879481315613
72,3650,-0.055414751172065735,-0.3126354515552521
73,3700,0.28399497270584106,-0.03253751993179321
74,3750,1.2589607238769531,0.20578472316265106
75,3800,1.1875643730163574,0.17127209901809692
76,3850,0.1618192195892334,-0.23449218273162842
77,3900,0.4708430767059326,-0.005969516932964325
78,3950,0.5664303302764893,0.15136432647705078
79,4000,0.7335357069969177,-0.1575014293193817
80,4050,1.067584753036499,-0.2566482722759247
81,4100,1.378048062324524,-0.10834630578756332
82,4150,0.7692780494689941,0.16761060059070587
83,4200,0.09958414733409882,0.04598847031593323
84,4250,1.3157808780670166,-0.08016811311244965
85,4300,0.6233228445053101,0.12705279886722565
86,4350,0.41294360160827637,0.060315392911434174
87,4400,-0.3392464518547058,-0.0031353533267974854
88,4450,1.486419916152954,0.29662925004959106
89,4500,0.7947685718536377,-0.0786610096693039
90,4550,1.7322262525558472,0.09984277188777924
91,4600,0.52878737449646,0.21111978590488434
92,4650,0.5487462878227234,-0.05189955234527588
93,4700,1.1981943845748901,-0.20724394917488098
94,4750,0.9584258794784546,0.0538519024848938
95,4800,1.3742141723632812,0.0973723828792572
96,4850,1.5342674255371094,0.3020046651363373
97,4900,2.0119709968566895,-0.006777375936508179
98,4950,0.7144965529441833,0.06424830108880997
99,5000,1.528271198272705,-0.3730689585208893
100,5050,2.458897113800049,-0.14878618717193604
101,5100,1.3019640445709229,0.35929131507873535
102,5150,1.1264132261276245,0.12910409271717072
103,5200,1.6626982688903809,-0.10361335426568985
104,5250,2.0158159732818604,0.12534649670124054
105,5300,2.0449204444885254,-0.058416947722435
106,5350,1.5180792808532715,0.010203860700130463
107,5400,1.9381697177886963,0.03851127624511719
108,5450,2.332066535949707,0.045206643640995026
109,5500,1.3747799396514893,0.06955917179584503
110,5550,1.5512176752090454,0.14664208889007568
111,5600,2.4574551582336426,0.05852383375167847
112,5650,2.6093552112579346,0.28086748719215393
113,5700,1.908751130104065,0.28939780592918396
114,5750,2.3891055583953857,0.21659578382968903
115,5800,1.6341979503631592,0.14404070377349854
116,5850,1.8603293895721436,0.15662027895450592
117,5900,2.467599868774414,-0.09926286339759827
118,5950,1.525885820388794,-0.24512535333633423
119,6000,3.1058053970336914,-0.16770491003990173
120,6050,2.990495204925537,-0.0346762090921402
121,6100,1.4760239124298096,0.17326828837394714
122,6150,3.106462240219116,0.2827797532081604
123,6200,3.2377376556396484,0.24115914106369019
124,6250,1.9531276226043701,-0.10648124665021896
125,6300,1.962908387184143,-0.03070390224456787
126,6350,2.018946886062622,-0.14858943223953247
127,6400,2.9710676670074463,-0.12040422856807709
128,6450,1.9373836517333984,0.10480689257383347
129,6500,2.4045896530151367,0.025926709175109863
130,6550,2.1796605587005615,-0.21433985233306885
131,6600,2.4137520790100098,-0.1521105170249939
132,6650,2.466251850128174,0.0978325754404068
133,6700,3.5977766513824463,-0.1139325276017189
134,6750,2.7566280364990234,0.04174955189228058
135,6800,3.5759973526000977,0.37246811389923096
136,6850,3.272665500640869,0.23173338174819946
137,6900,4.339465141296387,0.35376009345054626
138,6950,1.6339936256408691,0.21387512981891632
139,7000,1.3732682466506958,-0.16305847465991974
140,7050,2.5436806678771973,-0.10510928183794022
141,7100,3.129157781600952,-0.08902083337306976
142,7150,3.1999006271362305,0.049204424023628235
143,7200,3.223721981048584,0.09405240416526794
144,7250,3.014909267425537,0.13623903691768646
145,7300,3.719588279724121,0.051594167947769165
146,7350,2.3456578254699707,0.34546375274658203
147,7400,2.8859219551086426,0.06174572557210922
148,7450,3.5040955543518066,-0.037655048072338104
149,7500,3.6949450969696045,0.07302096486091614
150,7550,3.587833881378174,-0.05080852657556534
151,7600,2.1372313499450684,0.2639065682888031
152,7650,3.4927263259887695,-0.0580204576253891
153,7700,4.493919372558594,0.325466513633728
154,7750,2.8522138595581055,0.19112354516983032
155,7800,3.556087017059326,0.23304322361946106
156,7850,3.053561210632324,0.2256155014038086
157,7900,4.551374435424805,-0.018887106329202652
158,7950,4.552248954772949,-0.09765702486038208
159,8000,3.519066572189331,0.0437302440404892
160,8050,4.4998979568481445,0.19421795010566711
161,8100,5.023421287536621,0.2460591346025467
162,8150,4.873208999633789,0.09431453794240952
163,8200,5.520295143127441,-0.0838715136051178
164,8250,5.481695175170898,0.11102324724197388
165,8300,5.310224533081055,0.3631225824356079
166,8350,4.6245880126953125,-0.01906086504459381
167,8400,4.281030178070068,0.04640181362628937
168,8450,5.5822906494140625,0.21895870566368103
169,8500,5.782238960266113,0.09400243312120438
170,8550,4.127716064453125,0.045416466891765594
171,8600,4.813478469848633,-0.03005807101726532
172,8650,5.066987991333008,0.15957915782928467
173,8700,5.798800945281982,0.1779266893863678
174,8750,5.282374382019043,0.20529517531394958
175,8800,7.9093451499938965,0.036923736333847046
176,8850,6.267934322357178,0.3504410982131958
177,8900,7.467436790466309,-0.10420053452253342
178,8950,8.421625137329102,0.11288121342658997
179,9000,7.808207988739014,0.17460602521896362
180,9050,6.411898136138916,0.06309151649475098
181,9100,7.950028419494629,0.07628875970840454
182,9150,8.16451644897461,0.24457620084285736
183,9200,7.546541690826416,0.02133297175168991
184,9250,9.082331657409668,0.24948549270629883
185,9300,7.035609245300293,0.16451114416122437
186,9350,8.278165817260742,0.21505069732666016
187,9400,8.01251220703125,0.022044986486434937
188,9450,7.282880783081055,0.07744759321212769
189,9500,7.565930366516113,0.19949989020824432
190,9550,7.117551803588867,-0.17932136356830597
191,9600,8.127302169799805,0.16766974329948425
192,9650,8.129651069641113,-0.03877250850200653
193,9700,8.403721809387207,-0.012572310864925385
194,9750,8.077741622924805,0.09700783342123032
195,9800,8.46126937866211,-0.012498177587985992
196,9850,8.213905334472656,0.1753913164138794
197,9900,8.054544448852539,0.08673347532749176
198,9950,8.004283905029297,-0.09117832034826279
199,10000,8.38563346862793,0.0015782266855239868
200,10050,8.046597480773926,0.39219236373901367
201,10100,9.00413990020752,0.1261310875415802
202,10150,8.82433795928955,0.36173439025878906
203,10200,8.418586730957031,0.05973657965660095
204,10250,9.190770149230957,0.24106702208518982
205,10300,8.943023681640625,0.01066945493221283
206,10350,9.638590812683105,0.13776591420173645
207,10400,8.559420585632324,0.22115664184093475
