,epoch,G_loss,D_loss,F1_score,Precision,Recall
0,0,10.670635223388672,-31.141952514648438,0.40940103534496536,0.5473898479720698,0.3876034989013427
1,1,26.184228897094727,-78.11860656738281,0.022483259933703634,0.03457409854510788,0.020916800212041092
2,2,50.041664123535156,-150.98321533203125,0.0,0.0,0.0
3,3,-41.27960968017578,-33.56083679199219,0.3501485028401001,0.26556244609078683,0.5147235576520947
4,4,57.557106018066406,-111.29315185546875,0.7137718024035278,0.6107887769631293,0.8980368589042004
5,5,94.44888305664062,-193.55825805664062,0.7118718685922454,0.677929164543474,0.8107638888255481
6,6,60.074378967285156,-13.161575317382812,0.6376863920831135,0.6309232339676191,0.7409021099848526
7,7,-11.498858451843262,24.99890899658203,0.6160113344670929,0.5643552497948903,0.7728365384011608
8,8,-71.67550659179688,5.107791900634766,0.624399185326571,0.5226365671490016,0.8336004272853031
9,9,-94.87947082519531,2.4372634887695312,0.6382293091744121,0.507065546701765,0.8946647969386519
10,10,-80.93783569335938,4.0238494873046875,0.6657141014112281,0.5004067702395979,0.9942908653069404
11,11,-82.83920288085938,0.29351043701171875,0.6666666621874997,0.49999999998047245,0.9999999999218826
12,12,-77.44514465332031,0.22068023681640625,0.6666666621874997,0.49999999998047245,0.9999999999218826
13,13,-77.91909790039062,-0.018157958984375,0.6666666621874997,0.49999999998047245,0.9999999999218826
14,14,-69.28021240234375,0.05248260498046875,0.6666666621874997,0.49999999998047245,0.9999999999218826
15,15,-68.36854553222656,0.014312744140625,0.6666666621874997,0.49999999998047245,0.9999999999218826
16,16,-64.23819732666016,0.00907135009765625,0.6666666621874997,0.49999999998047245,0.9999999999218826
17,17,-57.790409088134766,0.01092529296875,0.6666666621874997,0.49999999998047245,0.9999999999218826
18,18,-54.54136276245117,0.0116119384765625,0.6666666621874997,0.49999999998047245,0.9999999999218826
19,19,-53.47389602661133,0.017337799072265625,0.6666666621874997,0.49999999998047245,0.9999999999218826
20,20,-53.86729431152344,0.008853912353515625,0.6666666621874997,0.49999999998047245,0.9999999999218826
21,21,-52.91954040527344,0.02196502685546875,0.6666666621874997,0.49999999998047245,0.9999999999218826
22,22,-51.59700393676758,-0.01019287109375,0.6666666621874997,0.49999999998047245,0.9999999999218826
23,23,-52.545345306396484,-0.020435333251953125,0.6666666621874997,0.49999999998047245,0.9999999999218826
24,24,-49.57419967651367,0.043365478515625,0.6666666621874997,0.49999999998047245,0.9999999999218826
25,25,-52.45337677001953,0.019954681396484375,0.6666666621874997,0.49999999998047245,0.9999999999218826
26,26,-53.44565200805664,0.0330810546875,0.6666666621874997,0.49999999998047245,0.9999999999218826
27,27,-55.323875427246094,-0.0117950439453125,0.6666666621874997,0.49999999998047245,0.9999999999218826
28,28,-55.033992767333984,0.030155181884765625,0.6666666621874997,0.49999999998047245,0.9999999999218826
29,29,-55.10234451293945,-0.023052215576171875,0.6666666621874997,0.49999999998047245,0.9999999999218826
30,30,-57.75465774536133,0.08111953735351562,0.6666666621874997,0.49999999998047245,0.9999999999218826
31,31,-59.06394958496094,0.005222320556640625,0.6666666621874997,0.49999999998047245,0.9999999999218826
32,32,-56.18009948730469,-0.07077789306640625,0.6666666621874997,0.49999999998047245,0.9999999999218826
33,33,-54.89690017700195,-0.00048828125,0.6666666621874997,0.49999999998047245,0.9999999999218826
34,34,-57.30742645263672,0.03096771240234375,0.6666666621874997,0.49999999998047245,0.9999999999218826
