,D_loss,G_loss,lr,size
0,10.0,-1.0201785095409303e-14,0.1,5
1,0.324543297290802,-0.9998273849487305,0.01,5
2,0.6272313594818115,-0.965794563293457,0.001,5
3,-0.018415451049804688,-0.34939104318618774,0.0001,5
4,-0.21741455793380737,-0.20947889983654022,1e-05,5
