,fid_score,model_name,lr
0,386.74145967349546,WGAN_GP,0.1
1,83.6384505544477,WGAN_GP,0.01
2,75.86272056227082,WGAN_GP,0.001
3,75.46065965291399,WGAN_GP,0.0001
4,370.82483725741247,WGAN_GP,1e-05
