,fid_score,model_name,lr
0,252.3596612228526,LSGAN,0.1
1,99.11822119207932,LSGAN,0.01
2,82.27821490106152,LSGAN,0.001
3,93.48265602389392,LSGAN,0.0001
4,411.1949579875052,LSGAN,1e-05
