,D_loss,G_loss,lr,size
0,0.5,0.0,0.1,5
1,0.25000467896461487,0.252347469329834,0.01,5
2,0.1473889946937561,0.28417739272117615,0.001,5
3,0.19360722601413727,0.5597941875457764,0.0001,5
4,0.01633414998650551,0.7584747672080994,1e-05,5
