,D_loss,G_loss,lr,size
0,1.626523494720459,0.3132617473602295,0.1,5
1,1.006408929824829,0.6931471824645996,0.01,5
2,1.3862947225570679,0.6929550170898438,0.001,5
3,1.1519973278045654,0.6679368019104004,0.0001,5
4,1.1125916242599487,0.6492342352867126,1e-05,5
