,fid_score,model_name,lr
0,235.88009732197696,Vanilla_GAN,0.1
1,107.19097054588349,Vanilla_GAN,0.01
2,87.73311094205502,Vanilla_GAN,0.001
3,361.19194982616636,Vanilla_GAN,0.0001
4,183.97809334803998,Vanilla_GAN,1e-05
