,epoch,G_loss,D_loss,F1_score,Precision,Recall
0,0,13.053217887878418,-31.63412094116211,0.4299250345160047,0.5337363245913886,0.3987379807380795
1,1,8.847579002380371,-9.696367263793945,0.558042977388748,0.5310437170591844,0.6995860042188496
2,2,31.11345672607422,-53.7241325378418,0.5501963668814139,0.6356435301124023,0.5905615651248034
3,3,-12.263029098510742,-10.418306350708008,0.5346213671396056,0.577238469907132,0.6102263621318136
4,4,19.287696838378906,-9.041633605957031,0.5163057773492191,0.5272099396790733,0.6061698717475147
5,5,47.11784744262695,-3.7430105209350586,0.5612235245234717,0.5194723691282612,0.6820579593484237
6,6,-17.173206329345703,-0.2455463409423828,0.6029524296359647,0.5154413582449264,0.7869424411778382
7,7,-19.65401268005371,0.06257057189941406,0.6666340848403925,0.5002041207385164,0.9991152509903278
8,8,-17.051528930664062,0.03788566589355469,0.6666666621874997,0.49999999998047245,0.9999999999218826
9,9,-16.151588439941406,0.02114105224609375,0.6666666621874997,0.49999999998047245,0.9999999999218826
10,10,-15.18802261352539,0.0032444000244140625,0.6666666621874997,0.49999999998047245,0.9999999999218826
11,11,-12.271421432495117,-0.0024776458740234375,0.6666666621874997,0.49999999998047245,0.9999999999218826
12,12,-10.618104934692383,-0.0010023117065429688,0.6666666621874997,0.49999999998047245,0.9999999999218826
13,13,-9.40870475769043,-0.0033540725708007812,0.6666666621874997,0.49999999998047245,0.9999999999218826
14,14,-9.52591323852539,-0.0026912689208984375,0.6666666621874997,0.49999999998047245,0.9999999999218826
15,15,-7.090099811553955,0.0007333755493164062,0.6666666621874997,0.49999999998047245,0.9999999999218826
16,16,-7.963146209716797,0.004909992218017578,0.6666666621874997,0.49999999998047245,0.9999999999218826
17,17,-5.622262001037598,0.0010657310485839844,0.6666666621874997,0.49999999998047245,0.9999999999218826
18,18,-5.542843818664551,3.337860107421875e-06,0.6666666621874997,0.49999999998047245,0.9999999999218826
19,19,-4.653747081756592,-0.004383087158203125,0.6666666621874997,0.49999999998047245,0.9999999999218826
20,20,-4.200726509094238,-0.002307415008544922,0.6666666621874997,0.49999999998047245,0.9999999999218826
21,21,-3.2730679512023926,-0.0003876686096191406,0.6666666621874997,0.49999999998047245,0.9999999999218826
22,22,-3.9204518795013428,0.00012421607971191406,0.6666666621874997,0.49999999998047245,0.9999999999218826
23,23,-2.876328468322754,-0.0007910728454589844,0.6666666621874997,0.49999999998047245,0.9999999999218826
24,24,-1.274216651916504,-7.641315460205078e-05,0.6665732834041992,0.5000300026358209,0.9994825052638028
25,25,-2.7292935848236084,0.0006570816040039062,0.6572900687274751,0.4966800174993505,0.9790164262055707
26,26,-1.2453651428222656,0.0008444786071777344,0.6356820346868527,0.48834260341240254,0.9429086537724942
27,27,-1.1832226514816284,0.0012875199317932129,0.6252427690743141,0.4815479834605686,0.9209902509964275
28,28,-0.386695921421051,0.00017473101615905762,0.5279740097590571,0.42241960939378165,0.7618689903250964
29,29,-1.7840080261230469,0.00010716915130615234,0.48478444981150726,0.4117536871675635,0.6933092948176302
30,30,-0.4777792692184448,0.00011175870895385742,0.27750995173924725,0.2566464597161412,0.3849158653545435
31,31,0.0005545839667320251,9.984523057937622e-05,0.12220924875568448,0.12059135709264758,0.15601629272285397
32,32,1.5244848728179932,0.0017466545104980469,0.019078673329597135,0.020776280530520105,0.02569110576722365
33,33,1.6738977432250977,0.006337642669677734,0.009538245319370949,0.012635109074907457,0.011318108973474746
34,34,1.2070722579956055,2.586841583251953e-05,0.003576658237846027,0.0046420444246099285,0.004023103632164327
